Year,HB,Location,SIMD,AppointmentType,Attendances,DNAAppointments,DNARate
2019,S08000020,N101H,3,Return,5937,437,6.855977408
2019,S08000020,N101H,4,Return,8767,496,5.354636727
2019,S08000020,N101H,5,Return,8860,486,5.200085598
2019,S08000020,N101H,,Return,365,25,6.41025641
2019,S08000020,N101H,1,Return,2166,274,11.2295082
2019,S08000020,N101H,2,Return,5415,541,9.083277367
2019,S08000020,N101H,3,Return,6145,432,6.56834423
2019,S08000020,N101H,4,Return,8955,517,5.458192568
2019,S08000020,N101H,5,Return,9126,439,4.589649765
2019,S08000020,N101H,,Return,397,20,4.79616307
2020,S08000020,N101H,1,Return,2136,234,9.873417722
2020,S08000020,N101H,2,Return,5220,475,8.340649693
2020,S08000020,N101H,3,Return,5910,408,6.457739791
2020,S08000020,N101H,4,Return,8431,479,5.375982043
2020,S08000020,N101H,5,Return,9033,447,4.715189873
2020,S08000020,N101H,,Return,357,15,4.032258065
2020,S08000020,N101H,1,Return,1028,85,7.637017071
2020,S08000020,N101H,2,Return,2644,157,5.605141021
2020,S08000020,N101H,3,Return,3111,135,4.15896488
2020,S08000020,N101H,4,Return,4645,200,4.127966976
2020,S08000020,N101H,5,Return,4318,149,3.335571972
2020,S08000020,N101H,,Return,158,5,3.067484663
2020,S08000020,N101H,1,Return,1410,123,8.023483366
2020,S08000020,N101H,2,Return,3676,260,6.605691057
2020,S08000020,N101H,3,Return,4245,216,4.841963685
2020,S08000020,N101H,4,Return,6103,295,4.61081588
2020,S08000020,N101H,5,Return,6135,233,3.658919598
2020,S08000020,N101H,,Return,225,10,4.255319149
2020,S08000020,N101H,1,Return,1902,200,9.514747859
2020,S08000020,N101H,2,Return,4580,378,7.624041952
2020,S08000020,N101H,3,Return,5524,330,5.637171165
2020,S08000020,N101H,4,Return,7899,357,4.324127907
2020,S08000020,N101H,5,Return,7912,313,3.805471125
2020,S08000020,N101H,,Return,287,10,3.367003367
2021,S08000020,N101H,1,Return,1940,182,8.576814326
2021,S08000020,N101H,2,Return,4777,367,7.134525661
2021,S08000020,N101H,3,Return,5740,271,4.508401264
2021,S08000020,N101H,4,Return,8298,307,3.567693202
2021,S08000020,N101H,5,Return,8326,297,3.444276934
2021,S08000020,N101H,,Return,330,5,1.492537313
2021,S08000020,N101H,1,Return,2108,228,9.760273973
2021,S08000020,N101H,2,Return,5187,403,7.209302326
2021,S08000020,N101H,3,Return,6218,379,5.745035622
2021,S08000020,N101H,4,Return,9078,398,4.200084424
2021,S08000020,N101H,5,Return,8612,353,3.937534858
2021,S08000020,N101H,,Return,381,28,6.84596577
2021,S08000020,N101H,1,Return,2030,238,10.49382716
2021,S08000020,N101H,2,Return,4958,389,7.275107537
2021,S08000020,N101H,3,Return,5880,384,6.130268199
2021,S08000020,N101H,4,Return,8647,439,4.831609069
2021,S08000020,N101H,5,Return,8526,392,4.395604396
2021,S08000020,N101H,,Return,348,20,5.434782609
2021,S08000020,N101H,1,Return,2205,269,10.87308003
2021,S08000020,N101H,2,Return,5418,465,7.904130546
2021,S08000020,N101H,3,Return,6355,417,6.15770821
2021,S08000020,N101H,4,Return,9632,514,5.066035876
2021,S08000020,N101H,5,Return,9302,443,4.545920985
2021,S08000020,N101H,,Return,344,16,4.444444444
2022,S08000020,N101H,1,Return,2197,218,9.026915114
2022,S08000020,N101H,2,Return,5401,411,7.07157605
2022,S08000020,N101H,3,Return,6176,378,5.767470247
2022,S08000020,N101H,4,Return,9795,497,4.828993393
2022,S08000020,N101H,5,Return,9410,387,3.950188833
2022,S08000020,N101H,,Return,338,17,4.788732394
2022,S08000020,N101H,1,Return,2299,213,8.479299363
2022,S08000020,N101H,2,Return,5686,472,7.664826242
2022,S08000020,N101H,3,Return,6611,427,6.067064507
2022,S08000020,N101H,4,Return,9970,508,4.848253483
2022,S08000020,N101H,5,Return,9611,489,4.841584158
2022,S08000020,N101H,,Return,372,30,7.462686567
2022,S08000020,N101H,1,Return,2137,231,9.755067568
2022,S08000020,N101H,2,Return,4990,460,8.440366972
2022,S08000020,N101H,3,Return,6380,449,6.574901157
2022,S08000020,N101H,4,Return,10392,588,5.355191257
2022,S08000020,N101H,5,Return,9804,522,5.055200465
2022,S08000020,N101H,,Return,61,5,7.575757576
2022,S08000020,N101H,1,Return,2007,267,11.7414248
2022,S08000020,N101H,2,Return,5220,519,9.04338735
2022,S08000020,N101H,3,Return,6591,481,6.801470588
2022,S08000020,N101H,4,Return,10394,582,5.302478134
2022,S08000020,N101H,5,Return,9760,514,5.002919992
2022,S08000020,N101H,,Return,20,0,0
2023,S08000020,N101H,1,Return,2001,236,10.54984354
2023,S08000020,N101H,2,Return,5419,421,7.20890411
2023,S08000020,N101H,3,Return,6957,411,5.578175896
2023,S08000020,N101H,4,Return,10845,545,4.784899034
2023,S08000020,N101H,5,Return,10174,439,4.136436446
2023,S08000020,N101H,,Return,28,10,26.31578947
2023,S08000020,N101H,1,Return,2069,218,9.532138172
2023,S08000020,N101H,2,Return,5302,420,7.340090877
2023,S08000020,N101H,3,Return,6854,430,5.903349808
2023,S08000020,N101H,4,Return,11089,553,4.750042948
2023,S08000020,N101H,5,Return,9714,405,4.002371776
2023,S08000020,N101H,,Return,28,5,15.15151515
2023,S08000020,N101H,1,Return,1802,186,9.356136821
2023,S08000020,N101H,2,Return,4821,390,7.484168106
2023,S08000020,N101H,3,Return,6367,391,5.785735425
2023,S08000020,N101H,4,Return,9978,446,4.278587874
2023,S08000020,N101H,5,Return,9396,387,3.955841766
2023,S08000020,N101H,,Return,24,0,0
2023,S08000020,N101H,1,Return,1762,221,11.14473021
2023,S08000020,N101H,2,Return,4582,382,7.69540693
2023,S08000020,N101H,3,Return,6226,383,5.795127856
2023,S08000020,N101H,4,Return,9564,518,5.13786947
2023,S08000020,N101H,5,Return,9104,359,3.793722921
2023,S08000020,N101H,,Return,25,5,16.66666667
2024,S08000020,N101H,1,Return,1787,223,11.09452736
2024,S08000020,N101H,2,Return,4713,412,8.03902439
2024,S08000020,N101H,3,Return,6342,385,5.723204995
2024,S08000020,N101H,4,Return,9697,470,4.622799252
2024,S08000020,N101H,5,Return,9337,382,3.930445519
2024,S08000020,N101H,,Return,25,5,16.66666667
2024,S08000020,N101H,1,Return,1757,216,10.94779524
2024,S08000020,N101H,2,Return,4633,358,7.17291124
2024,S08000020,N101H,3,Return,6244,368,5.565638234
2024,S08000020,N101H,4,Return,9472,438,4.419778002
2024,S08000020,N101H,5,Return,8912,309,3.351046524
2024,S08000020,N101H,,Return,15,5,25
2024,S08000020,N101H,1,Return,1555,176,10.16753322
2024,S08000020,N101H,2,Return,4497,390,7.980356047
2024,S08000020,N101H,3,Return,5924,328,5.246321177
2024,S08000020,N101H,4,Return,9092,410,4.314881078
2024,S08000020,N101H,5,Return,8613,306,3.430877901
2024,S08000020,N101H,,Return,14,5,26.31578947
2019,S08000020,N411H,1,All,260,18,6.474820144
2019,S08000020,N411H,2,All,1436,78,5.151915456
2019,S08000020,N411H,3,All,2640,149,5.342416637
2019,S08000020,N411H,4,All,2531,95,3.617669459
2019,S08000020,N411H,5,All,814,19,2.280912365
2019,S08000020,N411H,,All,123,5,3.90625
2019,S08000020,N411H,1,All,274,24,8.053691275
2019,S08000020,N411H,2,All,1524,104,6.388206388
2019,S08000020,N411H,3,All,2787,131,4.489376285
2019,S08000020,N411H,4,All,2814,98,3.365384615
2019,S08000020,N411H,5,All,870,20,2.247191011
2019,S08000020,N411H,,All,139,5,3.472222222
2020,S08000020,N411H,1,All,251,20,7.380073801
2020,S08000020,N411H,2,All,1295,76,5.543398979
2020,S08000020,N411H,3,All,2422,115,4.532912889
2020,S08000020,N411H,4,All,2336,91,3.749484961
2020,S08000020,N411H,5,All,809,24,2.881152461
2020,S08000020,N411H,,All,119,5,4.032258065
2020,S08000020,N411H,1,All,158,17,9.714285714
2020,S08000020,N411H,2,All,803,46,5.418138987
2020,S08000020,N411H,3,All,1487,57,3.691709845
2020,S08000020,N411H,4,All,1382,64,4.426002766
2020,S08000020,N411H,5,All,442,13,2.857142857
2020,S08000020,N411H,,All,45,0,0
2020,S08000020,N411H,1,All,195,18,8.450704225
2020,S08000020,N411H,2,All,865,62,6.68824164
2020,S08000020,N411H,3,All,1727,112,6.090266449
2020,S08000020,N411H,4,All,1675,82,4.667046101
2020,S08000020,N411H,5,All,540,19,3.398926655
2020,S08000020,N411H,,All,58,5,7.936507937
2020,S08000020,N411H,1,All,201,17,7.798165138
2020,S08000020,N411H,2,All,955,56,5.539070227
2020,S08000020,N411H,3,All,1893,71,3.615071283
2020,S08000020,N411H,4,All,1874,55,2.851218248
2020,S08000020,N411H,5,All,608,15,2.407704655
2020,S08000020,N411H,,All,83,5,5.681818182
2021,S08000020,N411H,1,All,204,15,6.849315068
2021,S08000020,N411H,2,All,1164,56,4.590163934
2021,S08000020,N411H,3,All,2074,94,4.335793358
2021,S08000020,N411H,4,All,2079,70,3.25732899
2021,S08000020,N411H,5,All,709,24,3.274215553
2021,S08000020,N411H,,All,95,0,0
2021,S08000020,N411H,1,All,189,16,7.804878049
2021,S08000020,N411H,2,All,1030,62,5.677655678
2021,S08000020,N411H,3,All,1932,83,4.1191067
2021,S08000020,N411H,4,All,1861,72,3.724780135
2021,S08000020,N411H,5,All,633,19,2.914110429
2021,S08000020,N411H,,All,106,0,0
2021,S08000020,N411H,1,All,155,13,7.738095238
2021,S08000020,N411H,2,All,973,64,6.171648987
2021,S08000020,N411H,3,All,1894,97,4.871923656
2021,S08000020,N411H,4,All,1938,81,4.011887073
2021,S08000020,N411H,5,All,655,20,2.962962963
2021,S08000020,N411H,,All,99,5,4.807692308
2021,S08000020,N411H,1,All,177,21,10.60606061
2021,S08000020,N411H,2,All,987,61,5.820610687
2021,S08000020,N411H,3,All,1867,98,4.987277354
2021,S08000020,N411H,4,All,1907,73,3.686868687
2021,S08000020,N411H,5,All,623,37,5.606060606
2021,S08000020,N411H,,All,78,5,6.024096386
2022,S08000020,N411H,1,All,184,10,5.154639175
2022,S08000020,N411H,2,All,1005,71,6.598513011
2022,S08000020,N411H,3,All,1952,107,5.196697426
2022,S08000020,N411H,4,All,2005,88,4.204491161
2022,S08000020,N411H,5,All,635,24,3.641881639
2022,S08000020,N411H,,All,91,5,5.208333333
2022,S08000020,N411H,1,All,178,21,10.55276382
2022,S08000020,N411H,2,All,1101,91,7.634228188
2022,S08000020,N411H,3,All,2084,102,4.666056725
2022,S08000020,N411H,4,All,2005,102,4.84100617
2022,S08000020,N411H,5,All,589,36,5.76
2022,S08000020,N411H,,All,69,5,6.756756757
2022,S08000020,N411H,1,All,140,20,12.5
2022,S08000020,N411H,2,All,988,103,9.440879927
2022,S08000020,N411H,3,All,1943,141,6.765834933
2022,S08000020,N411H,4,All,1986,130,6.143667297
2022,S08000020,N411H,5,All,579,29,4.769736842
2022,S08000020,N411H,,All,12,0,0
2022,S08000020,N411H,1,All,159,23,12.63736264
2022,S08000020,N411H,2,All,973,102,9.488372093
2022,S08000020,N411H,3,All,1948,129,6.210881078
2022,S08000020,N411H,4,All,2033,163,7.422586521
2022,S08000020,N411H,5,All,647,38,5.547445255
2022,S08000020,N411H,,All,10,0,0
2023,S08000020,N411H,1,All,160,24,13.04347826
2023,S08000020,N411H,2,All,1022,95,8.504923903
2023,S08000020,N411H,3,All,2068,140,6.34057971
2023,S08000020,N411H,4,All,2204,136,5.811965812
2023,S08000020,N411H,5,All,587,38,6.08
2023,S08000020,N411H,,All,5,0,0
2023,S08000020,N411H,1,All,191,18,8.612440191
2023,S08000020,N411H,2,All,1087,89,7.568027211
2023,S08000020,N411H,3,All,2273,139,5.762852405
2023,S08000020,N411H,4,All,2310,103,4.268545379
2023,S08000020,N411H,5,All,667,39,5.52407932
2023,S08000020,N411H,,All,5,5,50
2023,S08000020,N411H,1,All,161,13,7.471264368
2023,S08000020,N411H,2,All,1088,85,7.246376812
2023,S08000020,N411H,3,All,2337,164,6.557377049
2023,S08000020,N411H,4,All,2302,136,5.578342904
2023,S08000020,N411H,5,All,670,29,4.148783977
2023,S08000020,N411H,,All,5,0,0
2023,S08000020,N411H,1,All,169,18,9.625668449
2023,S08000020,N411H,2,All,1075,85,7.327586207
2023,S08000020,N411H,3,All,2128,164,7.155322862
2023,S08000020,N411H,4,All,2213,125,5.346449957
2023,S08000020,N411H,5,All,664,38,5.413105413
2023,S08000020,N411H,,All,10,0,0
2024,S08000020,N411H,1,All,174,16,8.421052632
2024,S08000020,N411H,2,All,1096,93,7.821698907
2024,S08000020,N411H,3,All,2324,136,5.528455285
2024,S08000020,N411H,4,All,2311,160,6.475111291
2024,S08000020,N411H,5,All,719,39,5.145118734
2024,S08000020,N411H,,All,10,0,0
2024,S08000020,N411H,1,All,150,26,14.77272727
2024,S08000020,N411H,2,All,986,78,7.330827068
2024,S08000020,N411H,3,All,2039,142,6.510774874
2024,S08000020,N411H,4,All,1986,108,5.157593123
2024,S08000020,N411H,5,All,584,29,4.730831974
2024,S08000020,N411H,,All,10,0,0
2024,S08000020,N411H,1,All,154,21,12
2024,S08000020,N411H,2,All,838,74,8.114035088
2024,S08000020,N411H,3,All,1869,139,6.922310757
2024,S08000020,N411H,4,All,1872,113,5.692695214
2024,S08000020,N411H,5,All,520,24,4.411764706
2024,S08000020,N411H,,All,10,0,0
2019,S08000020,N411H,1,New,98,5,4.854368932
2019,S08000020,N411H,2,New,532,26,4.659498208
2019,S08000020,N411H,3,New,1041,55,5.018248175
2019,S08000020,N411H,4,New,919,38,3.970741902
2019,S08000020,N411H,5,New,306,5,1.607717042
2019,S08000020,N411H,,New,62,0,0
2019,S08000020,N411H,1,New,98,5,4.854368932
2019,S08000020,N411H,2,New,610,37,5.7187017
2019,S08000020,N411H,3,New,1005,46,4.376784015
2019,S08000020,N411H,4,New,1081,30,2.700270027
2019,S08000020,N411H,5,New,340,5,1.449275362
2019,S08000020,N411H,,New,77,0,0
2020,S08000020,N411H,1,New,83,5,5.681818182
2020,S08000020,N411H,2,New,467,36,7.157057654
2020,S08000020,N411H,3,New,872,31,3.433001107
2020,S08000020,N411H,4,New,843,29,3.325688073
2020,S08000020,N411H,5,New,298,5,1.650165017
2020,S08000020,N411H,,New,56,5,8.196721311
2020,S08000020,N411H,1,New,46,5,9.803921569
2020,S08000020,N411H,2,New,212,13,5.777777778
2020,S08000020,N411H,3,New,417,16,3.695150115
2020,S08000020,N411H,4,New,328,15,4.373177843
2020,S08000020,N411H,5,New,139,5,3.472222222
2020,S08000020,N411H,,New,22,0,0
2020,S08000020,N411H,1,New,68,10,12.82051282
2020,S08000020,N411H,2,New,323,14,4.154302671
2020,S08000020,N411H,3,New,561,36,6.030150754
2020,S08000020,N411H,4,New,573,24,4.020100503
2020,S08000020,N411H,5,New,176,5,2.762430939
2020,S08000020,N411H,,New,34,0,0
2020,S08000020,N411H,1,New,74,5,6.329113924
2020,S08000020,N411H,2,New,331,23,6.497175141
2020,S08000020,N411H,3,New,662,23,3.357664234
2020,S08000020,N411H,4,New,683,21,2.982954545
2020,S08000020,N411H,5,New,207,5,2.358490566
2020,S08000020,N411H,,New,43,5,10.41666667
2021,S08000020,N411H,1,New,69,5,6.756756757
2021,S08000020,N411H,2,New,461,13,2.742616034
2021,S08000020,N411H,3,New,817,30,3.541912633
2021,S08000020,N411H,4,New,805,24,2.895054282
2021,S08000020,N411H,5,New,270,10,3.571428571
2021,S08000020,N411H,,New,53,0,0
2021,S08000020,N411H,1,New,90,10,10
2021,S08000020,N411H,2,New,415,23,5.251141553
2021,S08000020,N411H,3,New,774,27,3.370786517
2021,S08000020,N411H,4,New,733,22,2.913907285
2021,S08000020,N411H,5,New,258,10,3.731343284
2021,S08000020,N411H,,New,60,0,0
2021,S08000020,N411H,1,New,64,5,7.246376812
2021,S08000020,N411H,2,New,375,23,5.778894472
2021,S08000020,N411H,3,New,720,34,4.50928382
2021,S08000020,N411H,4,New,788,25,3.07503075
2021,S08000020,N411H,5,New,255,10,3.773584906
2021,S08000020,N411H,,New,47,0,0
2021,S08000020,N411H,1,New,77,5,6.097560976
2021,S08000020,N411H,2,New,368,26,6.598984772
2021,S08000020,N411H,3,New,771,38,4.697156984
2021,S08000020,N411H,4,New,764,28,3.535353535
2021,S08000020,N411H,5,New,254,12,4.511278195
2021,S08000020,N411H,,New,40,0,0
2022,S08000020,N411H,1,New,67,5,6.944444444
2022,S08000020,N411H,2,New,390,35,8.235294118
2022,S08000020,N411H,3,New,730,45,5.806451613
2022,S08000020,N411H,4,New,760,23,2.937420179
2022,S08000020,N411H,5,New,232,10,4.132231405
2022,S08000020,N411H,,New,45,0,0
2022,S08000020,N411H,1,New,67,5,6.944444444
2022,S08000020,N411H,2,New,433,37,7.872340426
2022,S08000020,N411H,3,New,889,45,4.817987152
2022,S08000020,N411H,4,New,801,36,4.301075269
2022,S08000020,N411H,5,New,245,10,3.921568627
2022,S08000020,N411H,,New,31,0,0
2022,S08000020,N411H,1,New,67,10,12.98701299
2022,S08000020,N411H,2,New,438,47,9.690721649
2022,S08000020,N411H,3,New,900,62,6.444906445
2022,S08000020,N411H,4,New,893,55,5.801687764
2022,S08000020,N411H,5,New,262,10,3.676470588
2022,S08000020,N411H,,New,5,0,0
2022,S08000020,N411H,1,New,71,10,12.34567901
2022,S08000020,N411H,2,New,428,52,10.83333333
2022,S08000020,N411H,3,New,897,67,6.950207469
2022,S08000020,N411H,4,New,955,65,6.37254902
2022,S08000020,N411H,5,New,293,21,6.687898089
2022,S08000020,N411H,,New,0,0,0
2023,S08000020,N411H,1,New,70,10,12.5
2023,S08000020,N411H,2,New,456,34,6.93877551
2023,S08000020,N411H,3,New,889,57,6.025369979
2023,S08000020,N411H,4,New,965,60,5.853658537
2023,S08000020,N411H,5,New,263,17,6.071428571
2023,S08000020,N411H,,New,5,0,0
2023,S08000020,N411H,1,New,82,10,10.86956522
2023,S08000020,N411H,2,New,450,41,8.350305499
2023,S08000020,N411H,3,New,953,52,5.174129353
2023,S08000020,N411H,4,New,955,37,3.72983871
2023,S08000020,N411H,5,New,290,10,3.333333333
2023,S08000020,N411H,,New,5,0,0
2023,S08000020,N411H,1,New,77,0,0
2023,S08000020,N411H,2,New,459,39,7.831325301
2023,S08000020,N411H,3,New,1016,76,6.95970696
2023,S08000020,N411H,4,New,933,59,5.947580645
2023,S08000020,N411H,5,New,310,11,3.426791277
2023,S08000020,N411H,,New,5,0,0
2023,S08000020,N411H,1,New,68,5,6.849315068
2023,S08000020,N411H,2,New,439,44,9.109730849
2023,S08000020,N411H,3,New,827,76,8.416389812
2023,S08000020,N411H,4,New,925,50,5.128205128
2023,S08000020,N411H,5,New,286,18,5.921052632
2023,S08000020,N411H,,New,5,0,0
2024,S08000020,N411H,1,New,66,5,7.042253521
2024,S08000020,N411H,2,New,462,35,7.042253521
2024,S08000020,N411H,3,New,1004,51,4.834123223
2024,S08000020,N411H,4,New,922,69,6.962663976
2024,S08000020,N411H,5,New,309,14,4.334365325
2024,S08000020,N411H,,New,5,0,0
2024,S08000020,N411H,1,New,51,5,8.928571429
2024,S08000020,N411H,2,New,370,31,7.730673317
2024,S08000020,N411H,3,New,842,62,6.85840708
2024,S08000020,N411H,4,New,831,45,5.136986301
2024,S08000020,N411H,5,New,227,11,4.621848739
2024,S08000020,N411H,,New,5,0,0
2024,S08000020,N411H,1,New,70,5,6.666666667
2024,S08000020,N411H,2,New,328,31,8.635097493
2024,S08000020,N411H,3,New,767,55,6.690997567
2024,S08000020,N411H,4,New,749,44,5.548549811
2024,S08000020,N411H,5,New,217,5,2.252252252
2024,S08000020,N411H,,New,5,0,0
2019,S08000020,N411H,1,Return,162,10,5.813953488
2019,S08000020,N411H,2,Return,904,52,5.439330544
2019,S08000020,N411H,3,Return,1599,94,5.55227407
2019,S08000020,N411H,4,Return,1612,57,3.415218694
2019,S08000020,N411H,5,Return,508,10,1.930501931
2019,S08000020,N411H,,Return,61,5,7.575757576
2019,S08000020,N411H,1,Return,176,20,10.20408163
2019,S08000020,N411H,2,Return,914,67,6.829765545
2019,S08000020,N411H,3,Return,1782,85,4.552758436
2019,S08000020,N411H,4,Return,1733,68,3.775680178
2019,S08000020,N411H,5,Return,530,15,2.752293578
2019,S08000020,N411H,,Return,62,5,7.462686567
2020,S08000020,N411H,1,Return,168,15,8.196721311
2020,S08000020,N411H,2,Return,828,40,4.608294931
2020,S08000020,N411H,3,Return,1550,84,5.140758874
2020,S08000020,N411H,4,Return,1493,62,3.987138264
2020,S08000020,N411H,5,Return,511,20,3.766478343
2020,S08000020,N411H,,Return,63,0,0
2020,S08000020,N411H,1,Return,112,10,8.196721311
2020,S08000020,N411H,2,Return,591,33,5.288461538
2020,S08000020,N411H,3,Return,1070,41,3.690369037
2020,S08000020,N411H,4,Return,1054,49,4.442429737
2020,S08000020,N411H,5,Return,303,10,3.194888179
2020,S08000020,N411H,,Return,23,0,0
2020,S08000020,N411H,1,Return,127,10,7.299270073
2020,S08000020,N411H,2,Return,542,48,8.13559322
2020,S08000020,N411H,3,Return,1166,76,6.119162641
2020,S08000020,N411H,4,Return,1102,58,5
2020,S08000020,N411H,5,Return,364,15,3.957783641
2020,S08000020,N411H,,Return,24,5,17.24137931
2020,S08000020,N411H,1,Return,127,10,7.299270073
