Year,HB,Location,SIMD,AppointmentType,Attendances,DNAAppointments,DNARate
2024,S08000019,S08000019,1,All,14127,2552,15.3006775
2024,S08000019,S08000019,2,All,15690,2066,11.63550349
2024,S08000019,S08000019,3,All,15455,1493,8.809299032
2024,S08000019,S08000019,4,All,13764,962,6.532663317
2024,S08000019,S08000019,5,All,12968,712,5.204678363
2024,S08000019,S08000019,,All,81,19,19
2019,S08000019,S08000019,1,New,3028,526,14.8002251
2019,S08000019,S08000019,2,New,3589,421,10.49875312
2019,S08000019,S08000019,3,New,3633,309,7.838660578
2019,S08000019,S08000019,4,New,3296,267,7.493685097
2019,S08000019,S08000019,5,New,3273,186,5.37727667
2019,S08000019,S08000019,,New,25,0,0
2019,S08000019,S08000019,1,New,3193,502,13.58592693
2019,S08000019,S08000019,2,New,3918,425,9.785862307
2019,S08000019,S08000019,3,New,3988,354,8.152924919
2019,S08000019,S08000019,4,New,3665,244,6.242005628
2019,S08000019,S08000019,5,New,3595,163,4.337413518
2019,S08000019,S08000019,,New,13,0,0
2020,S08000019,S08000019,1,New,2995,427,12.47808299
2020,S08000019,S08000019,2,New,3601,336,8.534417069
2020,S08000019,S08000019,3,New,3745,245,6.140350877
2020,S08000019,S08000019,4,New,3490,231,6.2080086
2020,S08000019,S08000019,5,New,3405,153,4.300168634
2020,S08000019,S08000019,,New,5,0,0
2020,S08000019,S08000019,1,New,1363,96,6.579849212
2020,S08000019,S08000019,2,New,1601,64,3.843843844
2020,S08000019,S08000019,3,New,1548,50,3.128911139
2020,S08000019,S08000019,4,New,1443,52,3.47826087
2020,S08000019,S08000019,5,New,1365,33,2.360515021
2020,S08000019,S08000019,,New,5,0,0
2020,S08000019,S08000019,1,New,2338,211,8.277755983
2020,S08000019,S08000019,2,New,2568,191,6.922798115
2020,S08000019,S08000019,3,New,2528,139,5.211848519
2020,S08000019,S08000019,4,New,2280,114,4.761904762
2020,S08000019,S08000019,5,New,2314,64,2.691337258
2020,S08000019,S08000019,,New,22,0,0
2020,S08000019,S08000019,1,New,2643,262,9.018932874
2020,S08000019,S08000019,2,New,3197,258,7.467438495
2020,S08000019,S08000019,3,New,3074,206,6.280487805
2020,S08000019,S08000019,4,New,2837,139,4.670698925
2020,S08000019,S08000019,5,New,2727,112,3.945051074
2020,S08000019,S08000019,,New,11,0,0
2021,S08000019,S08000019,1,New,2843,245,7.933937824
2021,S08000019,S08000019,2,New,3258,216,6.21761658
2021,S08000019,S08000019,3,New,3315,143,4.135338346
2021,S08000019,S08000019,4,New,2994,135,4.314477469
2021,S08000019,S08000019,5,New,2838,91,3.10686241
2021,S08000019,S08000019,,New,5,0,0
2021,S08000019,S08000019,1,New,2988,269,8.259134173
2021,S08000019,S08000019,2,New,3415,234,6.412715813
2021,S08000019,S08000019,3,New,3303,170,4.894903542
2021,S08000019,S08000019,4,New,3107,161,4.926560588
2021,S08000019,S08000019,5,New,2942,115,3.761858031
2021,S08000019,S08000019,,New,18,0,0
2021,S08000019,S08000019,1,New,3109,360,10.37763044
2021,S08000019,S08000019,2,New,3541,293,7.642149191
2021,S08000019,S08000019,3,New,3598,233,6.081962934
2021,S08000019,S08000019,4,New,3403,197,5.472222222
2021,S08000019,S08000019,5,New,3270,139,4.077442065
2021,S08000019,S08000019,,New,22,0,0
2021,S08000019,S08000019,1,New,3192,381,10.66330814
2021,S08000019,S08000019,2,New,3647,341,8.550651956
2021,S08000019,S08000019,3,New,3928,284,6.742640076
2021,S08000019,S08000019,4,New,3486,187,5.091206099
2021,S08000019,S08000019,5,New,3488,141,3.88536787
2021,S08000019,S08000019,,New,21,0,0
2022,S08000019,S08000019,1,New,3432,361,9.517532296
2022,S08000019,S08000019,2,New,3896,330,7.80880265
2022,S08000019,S08000019,3,New,4116,260,5.941499086
2022,S08000019,S08000019,4,New,3679,216,5.545571245
2022,S08000019,S08000019,5,New,3500,143,3.925336261
2022,S08000019,S08000019,,New,22,0,0
2022,S08000019,S08000019,1,New,3548,384,9.76602238
2022,S08000019,S08000019,2,New,3794,289,7.078128827
2022,S08000019,S08000019,3,New,4009,248,5.825698849
2022,S08000019,S08000019,4,New,3641,193,5.033907147
2022,S08000019,S08000019,5,New,3547,133,3.614130435
2022,S08000019,S08000019,,New,22,5,18.51851852
2022,S08000019,S08000019,1,New,3517,320,8.33984884
2022,S08000019,S08000019,2,New,4024,292,6.765523633
2022,S08000019,S08000019,3,New,4081,236,5.466759324
2022,S08000019,S08000019,4,New,3739,194,4.932621409
2022,S08000019,S08000019,5,New,3643,146,3.853259435
2022,S08000019,S08000019,,New,16,5,23.80952381
2022,S08000019,S08000019,1,New,3351,421,11.1611877
2022,S08000019,S08000019,2,New,3816,339,8.158844765
2022,S08000019,S08000019,3,New,3868,303,7.264444977
2022,S08000019,S08000019,4,New,3717,241,6.088933805
2022,S08000019,S08000019,5,New,3610,194,5.099894848
2022,S08000019,S08000019,,New,5,5,50
2023,S08000019,S08000019,1,New,3454,358,9.391395593
2023,S08000019,S08000019,2,New,4140,302,6.798739307
2023,S08000019,S08000019,3,New,4102,220,5.090236002
2023,S08000019,S08000019,4,New,3931,186,4.517852805
2023,S08000019,S08000019,5,New,3793,145,3.682072118
2023,S08000019,S08000019,,New,13,0,0
2023,S08000019,S08000019,1,New,3627,363,9.097744361
2023,S08000019,S08000019,2,New,4379,317,6.750425894
2023,S08000019,S08000019,3,New,4352,241,5.247115175
2023,S08000019,S08000019,4,New,3966,195,4.686373468
2023,S08000019,S08000019,5,New,3972,157,3.802373456
2023,S08000019,S08000019,,New,22,0,0
2023,S08000019,S08000019,1,New,3695,383,9.391858754
2023,S08000019,S08000019,2,New,4189,354,7.792207792
2023,S08000019,S08000019,3,New,4453,260,5.516656058
2023,S08000019,S08000019,4,New,4138,201,4.63240378
2023,S08000019,S08000019,5,New,4046,175,4.145936982
2023,S08000019,S08000019,,New,17,0,0
2023,S08000019,S08000019,1,New,3477,423,10.84615385
2023,S08000019,S08000019,2,New,4083,331,7.498867241
2023,S08000019,S08000019,3,New,4234,266,5.911111111
2023,S08000019,S08000019,4,New,4010,218,5.156102176
2023,S08000019,S08000019,5,New,3975,115,2.811735941
2023,S08000019,S08000019,,New,41,5,10.86956522
2024,S08000019,S08000019,1,New,3502,361,9.3450686
2024,S08000019,S08000019,2,New,4224,268,5.966162066
2024,S08000019,S08000019,3,New,4369,242,5.248319237
2024,S08000019,S08000019,4,New,4210,175,3.990877993
2024,S08000019,S08000019,5,New,3949,122,2.996806681
2024,S08000019,S08000019,,New,28,5,15.15151515
2024,S08000019,S08000019,1,New,3715,390,9.500609013
2024,S08000019,S08000019,2,New,4371,297,6.362467866
2024,S08000019,S08000019,3,New,4495,234,4.948192007
2024,S08000019,S08000019,4,New,4183,233,5.276268116
2024,S08000019,S08000019,5,New,4077,157,3.708077468
2024,S08000019,S08000019,,New,16,5,23.80952381
2024,S08000019,S08000019,1,New,3547,362,9.260680481
2024,S08000019,S08000019,2,New,4217,273,6.080178174
2024,S08000019,S08000019,3,New,4427,223,4.795698925
2024,S08000019,S08000019,4,New,4131,167,3.885528153
2024,S08000019,S08000019,5,New,3852,109,2.751830346
2024,S08000019,S08000019,,New,35,10,22.22222222
2019,S08000019,S08000019,1,Return,6496,1418,17.91761435
2019,S08000019,S08000019,2,Return,7495,1154,13.34258296
2019,S08000019,S08000019,3,Return,7045,846,10.72107464
2019,S08000019,S08000019,4,Return,6351,628,8.998423843
2019,S08000019,S08000019,5,Return,6273,504,7.436918991
2019,S08000019,S08000019,,Return,19,15,44.11764706
2019,S08000019,S08000019,1,Return,7378,1561,17.46280345
2019,S08000019,S08000019,2,Return,8344,1224,12.79264214
2019,S08000019,S08000019,3,Return,7911,952,10.74128399
2019,S08000019,S08000019,4,Return,7370,644,8.03593711
2019,S08000019,S08000019,5,Return,6815,505,6.898907104
2019,S08000019,S08000019,,Return,14,5,26.31578947
2020,S08000019,S08000019,1,Return,7907,1546,16.35459642
2020,S08000019,S08000019,2,Return,8726,1199,12.08060453
2020,S08000019,S08000019,3,Return,8203,938,10.26145936
2020,S08000019,S08000019,4,Return,7439,694,8.533136604
2020,S08000019,S08000019,5,Return,6974,509,6.802084725
2020,S08000019,S08000019,,Return,31,10,24.3902439
2020,S08000019,S08000019,1,Return,5496,677,10.96711486
2020,S08000019,S08000019,2,Return,6049,532,8.08387783
2020,S08000019,S08000019,3,Return,5356,392,6.819763396
2020,S08000019,S08000019,4,Return,4811,289,5.666666667
2020,S08000019,S08000019,5,Return,4531,215,4.530130636
2020,S08000019,S08000019,,Return,10,5,33.33333333
2020,S08000019,S08000019,1,Return,8391,1585,15.88813152
2020,S08000019,S08000019,2,Return,9050,1208,11.77617469
2020,S08000019,S08000019,3,Return,8155,847,9.409020218
2020,S08000019,S08000019,4,Return,7380,591,7.414377117
2020,S08000019,S08000019,5,Return,6570,363,5.235828646
2020,S08000019,S08000019,,Return,21,0,0
2020,S08000019,S08000019,1,Return,9243,2196,19.1974823
2020,S08000019,S08000019,2,Return,9402,1518,13.9010989
2020,S08000019,S08000019,3,Return,8321,983,10.56534824
2020,S08000019,S08000019,4,Return,7363,653,8.146207585
2020,S08000019,S08000019,5,Return,6769,469,6.479690522
2020,S08000019,S08000019,,Return,22,5,18.51851852
2021,S08000019,S08000019,1,Return,8979,1940,17.7671948
2021,S08000019,S08000019,2,Return,9285,1364,12.80871443
2021,S08000019,S08000019,3,Return,8393,927,9.946351931
2021,S08000019,S08000019,4,Return,7612,572,6.989247312
2021,S08000019,S08000019,5,Return,6826,397,5.496331164
2021,S08000019,S08000019,,Return,12,0,0
2021,S08000019,S08000019,1,Return,10302,2190,17.53121998
2021,S08000019,S08000019,2,Return,10312,1550,13.06693644
2021,S08000019,S08000019,3,Return,9115,999,9.877397667
2021,S08000019,S08000019,4,Return,8527,694,7.526298666
2021,S08000019,S08000019,5,Return,7558,458,5.713572854
2021,S08000019,S08000019,,Return,23,15,39.47368421
2021,S08000019,S08000019,1,Return,9954,2341,19.04026027
2021,S08000019,S08000019,2,Return,10323,1494,12.64280274
2021,S08000019,S08000019,3,Return,9469,986,9.430894309
2021,S08000019,S08000019,4,Return,8503,783,8.432048245
2021,S08000019,S08000019,5,Return,7635,503,6.180879823
2021,S08000019,S08000019,,Return,22,0,0
2021,S08000019,S08000019,1,Return,9589,2057,17.66271681
2021,S08000019,S08000019,2,Return,10166,1513,12.95487627
2021,S08000019,S08000019,3,Return,9340,1027,9.906433877
2021,S08000019,S08000019,4,Return,8228,744,8.292465448
2021,S08000019,S08000019,5,Return,7383,507,6.425855513
2021,S08000019,S08000019,,Return,29,5,14.70588235
2022,S08000019,S08000019,1,Return,9670,2120,17.98134012
2022,S08000019,S08000019,2,Return,10106,1422,12.3351839
2022,S08000019,S08000019,3,Return,9403,976,9.40360343
2022,S08000019,S08000019,4,Return,8354,631,7.022815804
2022,S08000019,S08000019,5,Return,7618,477,5.892526251
2022,S08000019,S08000019,,Return,30,10,25
2022,S08000019,S08000019,1,Return,10037,2184,17.870878
2022,S08000019,S08000019,2,Return,10642,1543,12.66311038
2022,S08000019,S08000019,3,Return,9916,1024,9.360146252
2022,S08000019,S08000019,4,Return,8635,730,7.794981313
2022,S08000019,S08000019,5,Return,7930,563,6.628988579
2022,S08000019,S08000019,,Return,47,15,24.19354839
2022,S08000019,S08000019,1,Return,10386,2333,18.342637
2022,S08000019,S08000019,2,Return,11390,1658,12.70692826
2022,S08000019,S08000019,3,Return,10468,1234,10.54520595
2022,S08000019,S08000019,4,Return,9216,778,7.784670802
2022,S08000019,S08000019,5,Return,8473,636,6.98210561
2022,S08000019,S08000019,,Return,48,20,29.41176471
2022,S08000019,S08000019,1,Return,10175,2271,18.24682629
2022,S08000019,S08000019,2,Return,11120,1662,13.00265999
2022,S08000019,S08000019,3,Return,10305,1237,10.71738
2022,S08000019,S08000019,4,Return,9228,847,8.406947891
2022,S08000019,S08000019,5,Return,8495,707,7.683112367
2022,S08000019,S08000019,,Return,20,12,37.5
2023,S08000019,S08000019,1,Return,10604,2264,17.59403171
2023,S08000019,S08000019,2,Return,11404,1569,12.0943498
2023,S08000019,S08000019,3,Return,10727,1065,9.031546811
2023,S08000019,S08000019,4,Return,9516,776,7.539836766
2023,S08000019,S08000019,5,Return,8952,574,6.025614109
2023,S08000019,S08000019,,Return,27,0,0
2023,S08000019,S08000019,1,Return,10416,2191,17.37923376
2023,S08000019,S08000019,2,Return,11513,1563,11.9531967
2023,S08000019,S08000019,3,Return,10744,1219,10.18975173
2023,S08000019,S08000019,4,Return,9430,777,7.612422847
2023,S08000019,S08000019,5,Return,9098,507,5.278500781
2023,S08000019,S08000019,,Return,29,5,14.70588235
2023,S08000019,S08000019,1,Return,10488,2265,17.76052693
2023,S08000019,S08000019,2,Return,11289,1558,12.12734491
2023,S08000019,S08000019,3,Return,10487,1094,9.44650721
2023,S08000019,S08000019,4,Return,9111,830,8.349260638
2023,S08000019,S08000019,5,Return,8712,564,6.080206986
2023,S08000019,S08000019,,Return,34,15,30.6122449
2023,S08000019,S08000019,1,Return,10375,2354,18.49320449
2023,S08000019,S08000019,2,Return,11475,1629,12.43131868
2023,S08000019,S08000019,3,Return,10365,1189,10.29080838
2023,S08000019,S08000019,4,Return,9125,795,8.014112903
2023,S08000019,S08000019,5,Return,8764,616,6.567164179
2023,S08000019,S08000019,,Return,40,14,25.92592593
2024,S08000019,S08000019,1,Return,10440,2064,16.50671785
2024,S08000019,S08000019,2,Return,11360,1664,12.77641278
2024,S08000019,S08000019,3,Return,10838,1060,8.909060346
2024,S08000019,S08000019,4,Return,9244,751,7.513756878
2024,S08000019,S08000019,5,Return,8982,545,5.720583604
2024,S08000019,S08000019,,Return,51,14,21.53846154
2024,S08000019,S08000019,1,Return,10745,2244,17.27615675
2024,S08000019,S08000019,2,Return,11463,1833,13.78610108
2024,S08000019,S08000019,3,Return,10988,1197,9.823553549
2024,S08000019,S08000019,4,Return,9360,889,8.674016977
2024,S08000019,S08000019,5,Return,9325,631,6.337886701
2024,S08000019,S08000019,,Return,49,10,16.94915254
2024,S08000019,S08000019,1,Return,10580,2190,17.1495693
2024,S08000019,S08000019,2,Return,11473,1793,13.51575456
2024,S08000019,S08000019,3,Return,11028,1270,10.32688242
2024,S08000019,S08000019,4,Return,9633,795,7.623705409
2024,S08000019,S08000019,5,Return,9116,603,6.20434201
2024,S08000019,S08000019,,Return,46,11,19.29824561
2019,S08000020,N101H,1,All,3324,419,11.19422923
2019,S08000020,N101H,2,All,8686,760,8.045733644
2019,S08000020,N101H,3,All,9474,631,6.244433449
2019,S08000020,N101H,4,All,13735,731,5.053228259
2019,S08000020,N101H,5,All,13727,630,4.388103364
2019,S08000020,N101H,,All,779,39,4.767726161
2019,S08000020,N101H,1,All,3495,402,10.31562741
2019,S08000020,N101H,2,All,8633,778,8.266921687
2019,S08000020,N101H,3,All,9647,630,6.130193636
2019,S08000020,N101H,4,All,13953,711,4.848608838
2019,S08000020,N101H,5,All,14043,629,4.287077426
2019,S08000020,N101H,,All,792,25,3.05997552
2020,S08000020,N101H,1,All,3378,365,9.751536201
2020,S08000020,N101H,2,All,8258,707,7.886224205
2020,S08000020,N101H,3,All,9211,571,5.837252096
2020,S08000020,N101H,4,All,13173,680,4.90868404
2020,S08000020,N101H,5,All,13735,591,4.125366467
2020,S08000020,N101H,,All,705,22,3.026134801
2020,S08000020,N101H,1,All,1570,151,8.773968623
2020,S08000020,N101H,2,All,4000,262,6.147348663
2020,S08000020,N101H,3,All,4654,229,4.689739914
2020,S08000020,N101H,4,All,7000,293,4.017551076
2020,S08000020,N101H,5,All,6516,218,3.237303237
2020,S08000020,N101H,,All,312,14,4.294478528
2020,S08000020,N101H,1,All,2143,199,8.497011102
2020,S08000020,N101H,2,All,5445,401,6.859391037
2020,S08000020,N101H,3,All,6220,323,4.936573437
2020,S08000020,N101H,4,All,8853,387,4.188311688
2020,S08000020,N101H,5,All,8811,324,3.54679803
2020,S08000020,N101H,,All,395,15,3.658536585
2020,S08000020,N101H,1,All,2778,266,8.738501971
2020,S08000020,N101H,2,All,6709,557,7.665840903
2020,S08000020,N101H,3,All,7889,470,5.622682139
2020,S08000020,N101H,4,All,11317,511,4.320257017
2020,S08000020,N101H,5,All,11178,414,3.571428571
2020,S08000020,N101H,,All,528,19,3.473491773
2021,S08000020,N101H,1,All,2795,255,8.360655738
2021,S08000020,N101H,2,All,6889,502,6.792044378
2021,S08000020,N101H,3,All,8142,419,4.89428805
2021,S08000020,N101H,4,All,11649,459,3.790882061
2021,S08000020,N101H,5,All,11549,395,3.307099799
2021,S08000020,N101H,,All,536,13,2.367941712
2021,S08000020,N101H,1,All,3240,330,9.243697479
2021,S08000020,N101H,2,All,7795,602,7.169227105
2021,S08000020,N101H,3,All,9221,546,5.590252892
2021,S08000020,N101H,4,All,13395,585,4.184549356
2021,S08000020,N101H,5,All,12791,542,4.065101628
2021,S08000020,N101H,,All,690,46,6.25
2021,S08000020,N101H,1,All,3109,345,9.988419224
2021,S08000020,N101H,2,All,7422,560,7.015785517
2021,S08000020,N101H,3,All,8635,568,6.171900467
2021,S08000020,N101H,4,All,12661,649,4.876033058
2021,S08000020,N101H,5,All,12362,537,4.16311342
2021,S08000020,N101H,,All,621,27,4.166666667
2021,S08000020,N101H,1,All,3197,373,10.44817927
2021,S08000020,N101H,2,All,7918,640,7.4783828
2021,S08000020,N101H,3,All,9221,582,5.936958074
2021,S08000020,N101H,4,All,13776,738,5.084745763
2021,S08000020,N101H,5,All,13355,566,4.065799871
2021,S08000020,N101H,,All,631,30,4.538577912
2022,S08000020,N101H,1,All,3230,318,8.962795941
2022,S08000020,N101H,2,All,7843,597,7.073459716
2022,S08000020,N101H,3,All,8973,550,5.775490917
2022,S08000020,N101H,4,All,13880,696,4.774972558
2022,S08000020,N101H,5,All,13435,527,3.77453087
2022,S08000020,N101H,,All,589,27,4.383116883
2022,S08000020,N101H,1,All,3381,335,9.015069968
2022,S08000020,N101H,2,All,8396,668,7.369814651
2022,S08000020,N101H,3,All,9727,606,5.864705313
2022,S08000020,N101H,4,All,14275,712,4.750784013
2022,S08000020,N101H,5,All,13791,637,4.415026338
2022,S08000020,N101H,,All,660,47,6.647807638
2022,S08000020,N101H,1,All,3036,358,10.54802593
2022,S08000020,N101H,2,All,7374,650,8.100697906
2022,S08000020,N101H,3,All,9454,611,6.07054148
2022,S08000020,N101H,4,All,14951,811,5.145286131
2022,S08000020,N101H,5,All,14007,691,4.701319907
2022,S08000020,N101H,,All,116,12,9.375
2022,S08000020,N101H,1,All,2934,377,11.38628813
2022,S08000020,N101H,2,All,7614,742,8.879846817
2022,S08000020,N101H,3,All,9683,661,6.390177881
2022,S08000020,N101H,4,All,15148,835,5.22430082
2022,S08000020,N101H,5,All,14132,718,4.835016835
2022,S08000020,N101H,,All,33,0,0
2023,S08000020,N101H,1,All,2873,328,10.24679788
2023,S08000020,N101H,2,All,7773,613,7.309802051
2023,S08000020,N101H,3,All,9867,561,5.379746835
2023,S08000020,N101H,4,All,15128,731,4.609370074
2023,S08000020,N101H,5,All,14245,560,3.78250591
2023,S08000020,N101H,,All,46,11,19.29824561
2023,S08000020,N101H,1,All,2903,295,9.224515322
2023,S08000020,N101H,2,All,7502,597,7.371280405
2023,S08000020,N101H,3,All,9629,600,5.865676019
2023,S08000020,N101H,4,All,15325,732,4.55875942
2023,S08000020,N101H,5,All,13478,534,3.811019126
2023,S08000020,N101H,,All,45,5,10
2023,S08000020,N101H,1,All,2617,259,9.005563282
2023,S08000020,N101H,2,All,7037,561,7.383521979
2023,S08000020,N101H,3,All,9217,519,5.330731306
2023,S08000020,N101H,4,All,14064,619,4.215759722
2023,S08000020,N101H,5,All,13195,519,3.784453843
2023,S08000020,N101H,,All,40,0,0
2023,S08000020,N101H,1,All,2561,334,11.53713299
2023,S08000020,N101H,2,All,6759,578,7.877879242
2023,S08000020,N101H,3,All,8968,565,5.926780657
2023,S08000020,N101H,4,All,13711,710,4.923375633
2023,S08000020,N101H,5,All,13075,505,3.718703976
2023,S08000020,N101H,,All,40,10,20
2024,S08000020,N101H,1,All,2589,312,10.7549121
2024,S08000020,N101H,2,All,6913,574,7.666622145
2024,S08000020,N101H,3,All,9166,551,5.670474426
2024,S08000020,N101H,4,All,13933,636,4.365433455
2024,S08000020,N101H,5,All,13158,512,3.745427944
2024,S08000020,N101H,,All,36,10,21.73913043
2024,S08000020,N101H,1,All,2498,300,10.72194425
2024,S08000020,N101H,2,All,6637,497,6.966638632
2024,S08000020,N101H,3,All,8813,521,5.581744161
2024,S08000020,N101H,4,All,13339,597,4.283869116
2024,S08000020,N101H,5,All,12237,424,3.348866598
2024,S08000020,N101H,,All,27,5,15.625
2024,S08000020,N101H,1,All,2303,255,9.968725567
2024,S08000020,N101H,2,All,6484,543,7.727337413
2024,S08000020,N101H,3,All,8368,456,5.167724388
2024,S08000020,N101H,4,All,12792,590,4.408907488
2024,S08000020,N101H,5,All,12100,445,3.547229972
2024,S08000020,N101H,,All,27,5,15.625
2019,S08000020,N101H,1,New,1286,131,9.244883557
2019,S08000020,N101H,2,New,3249,206,5.962373372
2019,S08000020,N101H,3,New,3537,194,5.19967837
2019,S08000020,N101H,4,New,4968,235,4.516625024
2019,S08000020,N101H,5,New,4867,144,2.873677909
2019,S08000020,N101H,,New,414,14,3.271028037
2019,S08000020,N101H,1,New,1329,128,8.785175017
2019,S08000020,N101H,2,New,3218,237,6.859623734
2019,S08000020,N101H,3,New,3502,198,5.351351351
2019,S08000020,N101H,4,New,4998,194,3.73651772
2019,S08000020,N101H,5,New,4917,190,3.720383787
2019,S08000020,N101H,,New,395,5,1.25
2020,S08000020,N101H,1,New,1242,131,9.541150765
2020,S08000020,N101H,2,New,3038,232,7.094801223
2020,S08000020,N101H,3,New,3301,163,4.705542725
2020,S08000020,N101H,4,New,4742,201,4.066356464
2020,S08000020,N101H,5,New,4702,144,2.971522905
2020,S08000020,N101H,,New,348,5,1.416430595
2020,S08000020,N101H,1,New,542,66,10.85526316
2020,S08000020,N101H,2,New,1356,105,7.186858316
2020,S08000020,N101H,3,New,1543,94,5.742211362
2020,S08000020,N101H,4,New,2355,93,3.799019608
2020,S08000020,N101H,5,New,2198,69,3.043670049
2020,S08000020,N101H,,New,154,10,6.097560976
2020,S08000020,N101H,1,New,733,76,9.394313968
2020,S08000020,N101H,2,New,1769,141,7.382198953
2020,S08000020,N101H,3,New,1975,107,5.139289145
2020,S08000020,N101H,4,New,2750,92,3.237156932
2020,S08000020,N101H,5,New,2676,91,3.28876039
2020,S08000020,N101H,,New,170,5,2.857142857
2020,S08000020,N101H,1,New,876,66,7.006369427
2020,S08000020,N101H,2,New,2129,179,7.755632582
2020,S08000020,N101H,3,New,2365,140,5.588822355
2020,S08000020,N101H,4,New,3418,154,4.31131019
2020,S08000020,N101H,5,New,3266,101,2.999703
2020,S08000020,N101H,,New,241,10,3.984063745
2021,S08000020,N101H,1,New,855,73,7.86637931
2021,S08000020,N101H,2,New,2112,135,6.008010681
2021,S08000020,N101H,3,New,2402,148,5.803921569
2021,S08000020,N101H,4,New,3351,152,4.339137882
2021,S08000020,N101H,5,New,3223,98,2.950918398
2021,S08000020,N101H,,New,206,10,4.62962963
2021,S08000020,N101H,1,New,1132,102,8.265802269
2021,S08000020,N101H,2,New,2608,199,7.089419309
2021,S08000020,N101H,3,New,3003,167,5.268138801
2021,S08000020,N101H,4,New,4317,187,4.151865009
2021,S08000020,N101H,5,New,4179,189,4.326923077
2021,S08000020,N101H,,New,309,18,5.504587156
2021,S08000020,N101H,1,New,1079,107,9.021922428
2021,S08000020,N101H,2,New,2464,171,6.489563567
2021,S08000020,N101H,3,New,2755,184,6.260632868
2021,S08000020,N101H,4,New,4014,210,4.971590909
2021,S08000020,N101H,5,New,3836,145,3.642300929
2021,S08000020,N101H,,New,273,5,1.798561151
2021,S08000020,N101H,1,New,992,104,9.489051095
2021,S08000020,N101H,2,New,2500,175,6.542056075
2021,S08000020,N101H,3,New,2866,165,5.443747938
2021,S08000020,N101H,4,New,4144,224,5.128205128
2021,S08000020,N101H,5,New,4053,123,2.945402299
2021,S08000020,N101H,,New,287,14,4.651162791
2022,S08000020,N101H,1,New,1033,100,8.826125331
2022,S08000020,N101H,2,New,2442,186,7.077625571
2022,S08000020,N101H,3,New,2797,172,5.793196362
2022,S08000020,N101H,4,New,4085,199,4.64519141
2022,S08000020,N101H,5,New,4025,140,3.361344538
2022,S08000020,N101H,,New,251,10,3.831417625
2022,S08000020,N101H,1,New,1082,122,10.13289037
2022,S08000020,N101H,2,New,2710,196,6.744666208
2022,S08000020,N101H,3,New,3116,179,5.432473445
2022,S08000020,N101H,4,New,4305,204,4.524284764
2022,S08000020,N101H,5,New,4180,148,3.419593346
2022,S08000020,N101H,,New,288,17,5.573770492
2022,S08000020,N101H,1,New,899,127,12.37816764
2022,S08000020,N101H,2,New,2384,190,7.381507382
2022,S08000020,N101H,3,New,3074,162,5.00618047
2022,S08000020,N101H,4,New,4559,223,4.663320786
2022,S08000020,N101H,5,New,4203,169,3.865507777
2022,S08000020,N101H,,New,55,5,8.333333333
2022,S08000020,N101H,1,New,927,110,10.6075217
2022,S08000020,N101H,2,New,2394,223,8.521207489
2022,S08000020,N101H,3,New,3092,180,5.501222494
2022,S08000020,N101H,4,New,4754,253,5.052925904
2022,S08000020,N101H,5,New,4372,204,4.458041958
2022,S08000020,N101H,,New,13,0,0
2023,S08000020,N101H,1,New,872,92,9.543568465
2023,S08000020,N101H,2,New,2354,192,7.541241163
2023,S08000020,N101H,3,New,2910,150,4.901960784
2023,S08000020,N101H,4,New,4283,186,4.162004923
2023,S08000020,N101H,5,New,4071,121,2.886450382
2023,S08000020,N101H,,New,18,0,0
2023,S08000020,N101H,1,New,834,77,8.452250274
2023,S08000020,N101H,2,New,2200,177,7.446360959
2023,S08000020,N101H,3,New,2775,170,5.772495756
2023,S08000020,N101H,4,New,4236,179,4.054360136
2023,S08000020,N101H,5,New,3764,129,3.313639866
2023,S08000020,N101H,,New,17,0,0
2023,S08000020,N101H,1,New,815,73,8.220720721
2023,S08000020,N101H,2,New,2216,171,7.163803938
2023,S08000020,N101H,3,New,2850,128,4.298186702
2023,S08000020,N101H,4,New,4086,173,4.061986382
2023,S08000020,N101H,5,New,3799,132,3.357924192
2023,S08000020,N101H,,New,16,0,0
2023,S08000020,N101H,1,New,799,113,12.39035088
2023,S08000020,N101H,2,New,2177,196,8.259587021
2023,S08000020,N101H,3,New,2742,182,6.224350205
2023,S08000020,N101H,4,New,4147,192,4.424982715
2023,S08000020,N101H,5,New,3971,146,3.546271557
2023,S08000020,N101H,,New,15,0,0
2024,S08000020,N101H,1,New,802,89,9.988776655
2024,S08000020,N101H,2,New,2200,162,6.858594412
2024,S08000020,N101H,3,New,2824,166,5.551839465
2024,S08000020,N101H,4,New,4236,166,3.771013176
2024,S08000020,N101H,5,New,3821,130,3.290306252
2024,S08000020,N101H,,New,10,5,33.33333333
2024,S08000020,N101H,1,New,741,84,10.18181818
2024,S08000020,N101H,2,New,2004,139,6.486234251
2024,S08000020,N101H,3,New,2569,153,5.62086701
2024,S08000020,N101H,4,New,3867,159,3.949329359
2024,S08000020,N101H,5,New,3325,115,3.343023256
2024,S08000020,N101H,,New,12,0,0
2024,S08000020,N101H,1,New,748,79,9.552599758
2024,S08000020,N101H,2,New,1987,153,7.14953271
2024,S08000020,N101H,3,New,2444,128,4.976671851
2024,S08000020,N101H,4,New,3700,180,4.639175258
2024,S08000020,N101H,5,New,3487,139,3.833425262
2024,S08000020,N101H,,New,13,0,0
2019,S08000020,N101H,1,Return,2038,288,12.38177128
2019,S08000020,N101H,2,Return,5437,554,9.24720414
